ensg_id	external_gene_name	chromosome_name	description
ENSG00000182325	FBXL6	8	F-box and leucine rich repeat protein 6 [Source:HGNC Symbol;Acc:HGNC:13603]
ENSG00000182393	IFNL1	19	interferon lambda 1 [Source:HGNC Symbol;Acc:HGNC:18363]
ENSG00000182676	PPP1R27	17	protein phosphatase 1 regulatory subunit 27 [Source:HGNC Symbol;Acc:HGNC:16813]
ENSG00000182742	HOXB4	17	homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115]
ENSG00000182810	DDX28	16	DEAD-box helicase 28 [Source:HGNC Symbol;Acc:HGNC:17330]
ENSG00000182866	LCK	1	LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]
ENSG00000182885	ADGRG3	16	adhesion G protein-coupled receptor G3 [Source:HGNC Symbol;Acc:HGNC:13728]
ENSG00000182890	GLUD2	X	glutamate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4336]
ENSG00000183091	NEB	2	nebulin [Source:HGNC Symbol;Acc:HGNC:7720]
ENSG00000183114	FAM43B	1	family with sequence similarity 43 member B [Source:HGNC Symbol;Acc:HGNC:31791]
ENSG00000183206	POTEC	18	POTE ankyrin domain family member C [Source:HGNC Symbol;Acc:HGNC:33894]
ENSG00000183307	TMEM121B	22	transmembrane protein 121B [Source:HGNC Symbol;Acc:HGNC:1844]
ENSG00000183423	LRIT3	4	leucine rich repeat, Ig-like and transmembrane domains 3 [Source:HGNC Symbol;Acc:HGNC:24783]
ENSG00000183444	OR7E38P	7	olfactory receptor family 7 subfamily E member 38 pseudogene [Source:HGNC Symbol;Acc:HGNC:8411]
ENSG00000183484	GPR132	14	G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]
ENSG00000183486	MX2	21	MX dynamin like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:7533]
ENSG00000183655	KLHL25	15	kelch like family member 25 [Source:HGNC Symbol;Acc:HGNC:25732]
ENSG00000183709	IFNL2	19	interferon lambda 2 [Source:HGNC Symbol;Acc:HGNC:18364]
ENSG00000183742	MACC1	7	MET transcriptional regulator MACC1 [Source:HGNC Symbol;Acc:HGNC:30215]
ENSG00000183813	CCR4	3	C-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:1605]
ENSG00000183840	GPR39	2	G protein-coupled receptor 39 [Source:HGNC Symbol;Acc:HGNC:4496]
ENSG00000183876	ARSI	5	arylsulfatase family member I [Source:HGNC Symbol;Acc:HGNC:32521]
ENSG00000184056	VPS33B	15	VPS33B late endosome and lysosome associated [Source:HGNC Symbol;Acc:HGNC:12712]
ENSG00000184083	FAM120C	X	family with sequence similarity 120C [Source:HGNC Symbol;Acc:HGNC:16949]
ENSG00000184224	C11orf72	11	chromosome 11 putative open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:26915]
ENSG00000184226	PCDH9	13	protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]
ENSG00000184292	TACSTD2	1	tumor associated calcium signal transducer 2 [Source:HGNC Symbol;Acc:HGNC:11530]
ENSG00000184330	S100A7A	1	S100 calcium binding protein A7A [Source:HGNC Symbol;Acc:HGNC:21657]
ENSG00000184350	MRGPRE	11	MAS related GPR family member E [Source:HGNC Symbol;Acc:HGNC:30694]
ENSG00000184361	SPATA32	17	spermatogenesis associated 32 [Source:HGNC Symbol;Acc:HGNC:26349]
ENSG00000184564	SLITRK6	13	SLIT and NTRK like family member 6 [Source:HGNC Symbol;Acc:HGNC:23503]
ENSG00000184634	MED12	X	mediator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:11957]
ENSG00000184675	AMER1	X	APC membrane recruitment protein 1 [Source:HGNC Symbol;Acc:HGNC:26837]
ENSG00000184677	ZBTB40	1	zinc finger and BTB domain containing 40 [Source:HGNC Symbol;Acc:HGNC:29045]
ENSG00000184697	CLDN6	16	claudin 6 [Source:HGNC Symbol;Acc:HGNC:2048]
ENSG00000184716	SERINC4	15	serine incorporator 4 [Source:HGNC Symbol;Acc:HGNC:32237]
ENSG00000184786	TCTE3	6	t-complex-associated-testis-expressed 3 [Source:HGNC Symbol;Acc:HGNC:11695]
ENSG00000184788	SATL1	X	spermidine/spermine N1-acetyl transferase like 1 [Source:HGNC Symbol;Acc:HGNC:27992]
ENSG00000184911	DMRTC1B	X	DMRT like family C1B [Source:HGNC Symbol;Acc:HGNC:31686]
ENSG00000185024	BRF1	14	BRF1 RNA polymerase III transcription initiation factor subunit [Source:HGNC Symbol;Acc:HGNC:11551]
ENSG00000185069	KRT76	12	keratin 76 [Source:HGNC Symbol;Acc:HGNC:24430]
ENSG00000185085	INTS5	11	integrator complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29352]
ENSG00000185219	ZNF445	3	zinc finger protein 445 [Source:HGNC Symbol;Acc:HGNC:21018]
ENSG00000185220	PGBD2	1	piggyBac transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:19399]
ENSG00000185298	CCDC137	17	coiled-coil domain containing 137 [Source:HGNC Symbol;Acc:HGNC:33451]
ENSG00000185513	L3MBTL1	20	L3MBTL histone methyl-lysine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15905]
ENSG00000185527	PDE6G	17	phosphodiesterase 6G [Source:HGNC Symbol;Acc:HGNC:8789]
ENSG00000185640	KRT79	12	keratin 79 [Source:HGNC Symbol;Acc:HGNC:28930]
ENSG00000185670	ZBTB3	11	zinc finger and BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22918]
ENSG00000185745	IFIT1	10	interferon induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407]
ENSG00000185818	NAT8L	4	N-acetyltransferase 8 like [Source:HGNC Symbol;Acc:HGNC:26742]
ENSG00000185909	KLHDC8B	3	kelch domain containing 8B [Source:HGNC Symbol;Acc:HGNC:28557]
ENSG00000185924	RTN4RL1	17	reticulon 4 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21329]
ENSG00000185955	C7orf61	7	chromosome 7 open reading frame 61 [Source:HGNC Symbol;Acc:HGNC:22135]
ENSG00000185974	GRK1	13	G protein-coupled receptor kinase 1 [Source:HGNC Symbol;Acc:HGNC:10013]
ENSG00000185989	RASA3	13	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]
ENSG00000186001	LRCH3	3	leucine rich repeats and calponin homology domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637]
ENSG00000186280	KDM4D	11	lysine demethylase 4D [Source:HGNC Symbol;Acc:HGNC:25498]
ENSG00000186329	TMEM212	3	transmembrane protein 212 [Source:HGNC Symbol;Acc:HGNC:34295]
ENSG00000186340	THBS2	6	thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]
ENSG00000186393	KRT26	17	keratin 26 [Source:HGNC Symbol;Acc:HGNC:30840]
ENSG00000186409	CCDC30	1	coiled-coil domain containing 30 [Source:HGNC Symbol;Acc:HGNC:26103]
ENSG00000186431	FCAR	19	Fc fragment of IgA receptor [Source:HGNC Symbol;Acc:HGNC:3608]
ENSG00000186442	KRT3	12	keratin 3 [Source:HGNC Symbol;Acc:HGNC:6440]
ENSG00000186446	ZNF501	3	zinc finger protein 501 [Source:HGNC Symbol;Acc:HGNC:23717]
ENSG00000186452	TMPRSS12	12	transmembrane serine protease 12 [Source:HGNC Symbol;Acc:HGNC:28779]
ENSG00000186517	ARHGAP30	1	Rho GTPase activating protein 30 [Source:HGNC Symbol;Acc:HGNC:27414]
ENSG00000186532	SMYD4	17	SET and MYND domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21067]
ENSG00000186594	MIR22HG	17	MIR22 host gene [Source:HGNC Symbol;Acc:HGNC:28219]
ENSG00000186645	SPDYE17	7	speedy/RINGO cell cycle regulator family member E17 [Source:HGNC Symbol;Acc:HGNC:51513]
ENSG00000186831	KRT17P2	17	keratin 17 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:6429]
ENSG00000187682	ERAS	X	ES cell expressed Ras [Source:HGNC Symbol;Acc:HGNC:5174]
ENSG00000187847	OR7E25P	19	olfactory receptor family 7 subfamily E member 25 pseudogene [Source:HGNC Symbol;Acc:HGNC:8397]
ENSG00000187951	AC091057.1	15	novel transcript
ENSG00000188000	OR7D2	19	olfactory receptor family 7 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8378]
ENSG00000188021	UBQLN2	X	ubiquilin 2 [Source:HGNC Symbol;Acc:HGNC:12509]
ENSG00000188070	C11orf95	11	chromosome 11 open reading frame 95 [Source:HGNC Symbol;Acc:HGNC:28449]
ENSG00000188199	NUTM2B	10	NUT family member 2B [Source:HGNC Symbol;Acc:HGNC:23445]
ENSG00000188385	JAKMIP3	10	Janus kinase and microtubule interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23523]
ENSG00000188483	IER5L	9	immediate early response 5 like [Source:HGNC Symbol;Acc:HGNC:23679]
ENSG00000188659	SAXO2	15	stabilizer of axonemal microtubules 2 [Source:HGNC Symbol;Acc:HGNC:33727]
ENSG00000188807	TMEM201	1	transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]
ENSG00000188827	SLX4	16	SLX4 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:23845]
ENSG00000188897	AC099489.1	16	novel lipoprotein amino terminal region containing protein
ENSG00000188959	C9orf152	9	chromosome 9 open reading frame 152 [Source:HGNC Symbol;Acc:HGNC:31455]
ENSG00000188993	LRRC66	4	leucine rich repeat containing 66 [Source:HGNC Symbol;Acc:HGNC:34299]
ENSG00000188994	ZNF292	6	zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]
ENSG00000189001	SBSN	19	suprabasin [Source:HGNC Symbol;Acc:HGNC:24950]
ENSG00000189120	SP6	17	Sp6 transcription factor [Source:HGNC Symbol;Acc:HGNC:14530]
ENSG00000189334	S100A14	1	S100 calcium binding protein A14 [Source:HGNC Symbol;Acc:HGNC:18901]
ENSG00000189350	TOGARAM2	2	TOG array regulator of axonemal microtubules 2 [Source:HGNC Symbol;Acc:HGNC:33715]
ENSG00000189431	RASSF10	11	Ras association domain family member 10 [Source:HGNC Symbol;Acc:HGNC:33984]
ENSG00000196189	SEMA4A	1	semaphorin 4A [Source:HGNC Symbol;Acc:HGNC:10729]
ENSG00000196361	ELAVL3	19	ELAV like RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3314]
ENSG00000196367	TRRAP	7	transformation/transcription domain associated protein [Source:HGNC Symbol;Acc:HGNC:12347]
ENSG00000196371	FUT4	11	fucosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:4015]
ENSG00000196420	S100A5	1	S100 calcium binding protein A5 [Source:HGNC Symbol;Acc:HGNC:10495]
ENSG00000196455	PIK3R4	3	phosphoinositide-3-kinase regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:8982]
ENSG00000196497	IPO4	14	importin 4 [Source:HGNC Symbol;Acc:HGNC:19426]
ENSG00000196503	ARL9	4	ADP ribosylation factor like GTPase 9 [Source:HGNC Symbol;Acc:HGNC:23592]
ENSG00000196526	AFAP1	4	actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]
ENSG00000196544	BORCS6	17	BLOC-1 related complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25939]
ENSG00000196584	XRCC2	7	X-ray repair cross complementing 2 [Source:HGNC Symbol;Acc:HGNC:12829]
ENSG00000196656	AC004057.1	4	ribosomal protein S26 (RPS26) pseudogene
ENSG00000196660	SLC30A10	1	solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355]
ENSG00000196684	HSH2D	19	hematopoietic SH2 domain containing [Source:HGNC Symbol;Acc:HGNC:24920]
ENSG00000196865	NHLRC2	10	NHL repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:24731]
ENSG00000196900	TEX43	5	testis expressed 43 [Source:HGNC Symbol;Acc:HGNC:33767]
ENSG00000197062	ZSCAN26	6	zinc finger and SCAN domain containing 26 [Source:HGNC Symbol;Acc:HGNC:12978]
ENSG00000197102	DYNC1H1	14	dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]
ENSG00000197110	IFNL3	19	interferon lambda 3 [Source:HGNC Symbol;Acc:HGNC:18365]
ENSG00000197181	PIWIL2	8	piwi like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:HGNC:17644]
ENSG00000197275	RAD54B	8	RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228]
ENSG00000197362	ZNF786	7	zinc finger protein 786 [Source:HGNC Symbol;Acc:HGNC:21806]
ENSG00000197380	DACT3	19	dishevelled binding antagonist of beta catenin 3 [Source:HGNC Symbol;Acc:HGNC:30745]
ENSG00000197405	C5AR1	19	complement C5a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1338]
ENSG00000197462	AC003975.1	7	novel transcript
ENSG00000197520	FAM177B	1	family with sequence similarity 177 member B [Source:HGNC Symbol;Acc:HGNC:34395]
ENSG00000197748	CFAP43	10	cilia and flagella associated protein 43 [Source:HGNC Symbol;Acc:HGNC:26684]
ENSG00000197768	STPG3	9	sperm-tail PG-rich repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:37285]
ENSG00000197847	SLC22A20P	11	solute carrier family 22 member 20, pseudogene [Source:HGNC Symbol;Acc:HGNC:29867]
ENSG00000197989	SNHG12	1	small nucleolar RNA host gene 12 [Source:HGNC Symbol;Acc:HGNC:30062]
ENSG00000198028	ZNF560	19	zinc finger protein 560 [Source:HGNC Symbol;Acc:HGNC:26484]
ENSG00000198108	CHSY3	5	chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:HGNC:24293]
ENSG00000198298	ZNF485	10	zinc finger protein 485 [Source:HGNC Symbol;Acc:HGNC:23440]
ENSG00000198454	LINC02692	9	long intergenic non-protein coding RNA 2692 [Source:HGNC Symbol;Acc:HGNC:18147]
ENSG00000198488	B3GNT6	11	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:24141]
ENSG00000198642	KLHL9	9	kelch like family member 9 [Source:HGNC Symbol;Acc:HGNC:18732]
ENSG00000198650	TAT	16	tyrosine aminotransferase [Source:HGNC Symbol;Acc:HGNC:11573]
ENSG00000198711	SSBP3-AS1	1	SSBP3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32328]
ENSG00000198712	MT-CO2	MT	mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421]
ENSG00000198719	DLL1	6	delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]
ENSG00000198727	MT-CYB	MT	mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]
ENSG00000198743	SLC5A3	21	solute carrier family 5 member 3 [Source:HGNC Symbol;Acc:HGNC:11038]
ENSG00000198763	MT-ND2	MT	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 [Source:HGNC Symbol;Acc:HGNC:7456]
ENSG00000198786	MT-ND5	MT	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 [Source:HGNC Symbol;Acc:HGNC:7461]
ENSG00000198804	MT-CO1	MT	mitochondrially encoded cytochrome c oxidase I [Source:HGNC Symbol;Acc:HGNC:7419]
ENSG00000198807	PAX9	14	paired box 9 [Source:HGNC Symbol;Acc:HGNC:8623]
ENSG00000198829	SUCNR1	3	succinate receptor 1 [Source:HGNC Symbol;Acc:HGNC:4542]
ENSG00000198840	MT-ND3	MT	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 [Source:HGNC Symbol;Acc:HGNC:7458]
ENSG00000198886	MT-ND4	MT	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 [Source:HGNC Symbol;Acc:HGNC:7459]
ENSG00000198888	MT-ND1	MT	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455]
ENSG00000198899	MT-ATP6	MT	mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]
ENSG00000198938	MT-CO3	MT	mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]
ENSG00000198967	OR10Z1	1	olfactory receptor family 10 subfamily Z member 1 [Source:HGNC Symbol;Acc:HGNC:14996]
ENSG00000202198	AL162581.1	6	
ENSG00000203497	PDCD4-AS1	10	PDCD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27425]
ENSG00000203706	SERTAD4-AS1	1	SERTAD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32019]
ENSG00000203804	ADAMTSL4-AS1	1	ADAMTSL4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32041]
ENSG00000203930	LINC00632	X	long intergenic non-protein coding RNA 632 [Source:HGNC Symbol;Acc:HGNC:27865]
ENSG00000204025	TRPC5OS	X	TRPC5 opposite strand [Source:HGNC Symbol;Acc:HGNC:40593]
ENSG00000204120	GIGYF2	2	GRB10 interacting GYF protein 2 [Source:HGNC Symbol;Acc:HGNC:11960]
ENSG00000204231	RXRB	6	retinoid X receptor beta [Source:HGNC Symbol;Acc:HGNC:10478]
ENSG00000204248	COL11A2	6	collagen type XI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2187]
ENSG00000204305	AGER	6	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]
ENSG00000204323	SMIM5	17	small integral membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:40030]
ENSG00000204338	CYP21A1P	6	cytochrome P450 family 21 subfamily A member 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:2599]
ENSG00000204385	SLC44A4	6	solute carrier family 44 member 4 [Source:HGNC Symbol;Acc:HGNC:13941]
ENSG00000204396	VWA7	6	von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939]
ENSG00000204421	LY6G6C	6	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]
ENSG00000204428	LY6G5C	6	lymphocyte antigen 6 family member G5C [Source:HGNC Symbol;Acc:HGNC:13932]
ENSG00000204439	C6orf47	6	chromosome 6 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:19076]
ENSG00000204538	PSORS1C2	6	psoriasis susceptibility 1 candidate 2 [Source:HGNC Symbol;Acc:HGNC:17199]
ENSG00000204539	CDSN	6	corneodesmosin [Source:HGNC Symbol;Acc:HGNC:1802]
ENSG00000204542	C6orf15	6	chromosome 6 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:13927]
ENSG00000204544	MUC21	6	mucin 21, cell surface associated [Source:HGNC Symbol;Acc:HGNC:21661]
ENSG00000204713	TRIM27	6	tripartite motif containing 27 [Source:HGNC Symbol;Acc:HGNC:9975]
ENSG00000205138	SDHAF1	19	succinate dehydrogenase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:33867]
ENSG00000205189	ZBTB10	8	zinc finger and BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30953]
ENSG00000205215	KRT17P7	17	keratin 17 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:50725]
ENSG00000205266	KRT17P5	17	keratin 17 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:50723]
ENSG00000205312	KRT17P4	17	keratin 17 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:50722]
ENSG00000205853	RFPL3S	22	RFPL3 antisense [Source:HGNC Symbol;Acc:HGNC:9981]
ENSG00000205890	AC108134.1	16	novel transcript, antisense to CCDC64B
ENSG00000205959	AC105345.1	4	novel transcript
ENSG00000205978	NYNRIN	14	NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165]
ENSG00000206150	RNASE13	14	ribonuclease A family member 13 (inactive) [Source:HGNC Symbol;Acc:HGNC:25285]
ENSG00000206557	TRIM71	3	tripartite motif containing 71 [Source:HGNC Symbol;Acc:HGNC:32669]
ENSG00000210082	MT-RNR2	MT	mitochondrially encoded 16S rRNA [Source:HGNC Symbol;Acc:HGNC:7471]
ENSG00000211459	MT-RNR1	MT	mitochondrially encoded 12S rRNA [Source:HGNC Symbol;Acc:HGNC:7470]
ENSG00000212694	LINC01089	12	long intergenic non-protein coding RNA 1089 [Source:HGNC Symbol;Acc:HGNC:27886]
ENSG00000212907	MT-ND4L	MT	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L [Source:HGNC Symbol;Acc:HGNC:7460]
ENSG00000213013	RPS15AP36	19	ribosomal protein S15a pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:36803]
ENSG00000213144	AC084880.1	12	PDGFA associated protein 1 (PDAP1) pseudogene
ENSG00000213186	TRIM59	3	tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]
ENSG00000213386	AC022217.2	5	family with sequence similarity 58, member A (FAM58A) pseudogene
ENSG00000213578	CPLX3	15	complexin 3 [Source:HGNC Symbol;Acc:HGNC:27652]
ENSG00000213741	RPS29	14	ribosomal protein S29 [Source:HGNC Symbol;Acc:HGNC:10419]
ENSG00000214049	UCA1	19	urothelial cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:37126]
ENSG00000214357	NEURL1B	5	neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422]
ENSG00000214367	HAUS3	4	HAUS augmin like complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:28719]
ENSG00000214402	LCNL1	9	lipocalin like 1 [Source:HGNC Symbol;Acc:HGNC:34436]
ENSG00000214544	GTF2IRD2P1	7	GTF2I repeat domain containing 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33127]
ENSG00000214562	NUTM2D	10	NUT family member 2D [Source:HGNC Symbol;Acc:HGNC:23447]
ENSG00000214695	NPAP1P2	10	nuclear pore associated protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45019]
ENSG00000214940	NPIPA8	16	nuclear pore complex interacting protein family member A8 [Source:HGNC Symbol;Acc:HGNC:41983]
ENSG00000214946	TBC1D26	17	TBC1 domain family member 26 [Source:HGNC Symbol;Acc:HGNC:28745]
ENSG00000215012	RTL10	22	retrotransposon Gag like 10 [Source:HGNC Symbol;Acc:HGNC:26112]
ENSG00000215190	LINC00680	6	long intergenic non-protein coding RNA 680 [Source:HGNC Symbol;Acc:HGNC:44417]
ENSG00000215421	ZNF407	18	zinc finger protein 407 [Source:HGNC Symbol;Acc:HGNC:19904]
ENSG00000215589	KANK1P1	20	KN motif and ankyrin repeat domains 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52337]
ENSG00000217236	SP9	2	Sp9 transcription factor [Source:HGNC Symbol;Acc:HGNC:30690]
ENSG00000218016	ZNF192P2	6	zinc finger protein 192 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42862]
ENSG00000218233	NEPNP	6	nephrocan, pseudogene [Source:HGNC Symbol;Acc:HGNC:33184]
ENSG00000219553	AL031133.1	6	coiled-coil domain containing 59 (CCDC59) pseudogene
ENSG00000220161	LINC02076	17	long intergenic non-protein coding RNA 2076 [Source:HGNC Symbol;Acc:HGNC:52924]
ENSG00000221866	PLXNA4	7	plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]
ENSG00000221986	MYBPHL	1	myosin binding protein H like [Source:HGNC Symbol;Acc:HGNC:30434]
ENSG00000223356	AL590666.1	1	novel transcript
ENSG00000223452	HMGN2P18	1	high mobility group nucleosomal binding domain 2 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:39382]
ENSG00000223459	TCAF1P1	7	TRPM8 channel associated factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33604]
ENSG00000223503	AL353807.1	1	claudin 6 (CLDN6) pseudogene
ENSG00000223617	LINC00370	13	long intergenic non-protein coding RNA 370 [Source:HGNC Symbol;Acc:HGNC:42692]
ENSG00000223843	EFCAB6-AS1	22	EFCAB6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39999]
ENSG00000224397	SMIM25	20	small integral membrane protein 25 [Source:HGNC Symbol;Acc:HGNC:50328]
ENSG00000224416	IFNA22P	9	interferon alpha 22, pseudogene [Source:HGNC Symbol;Acc:HGNC:5431]
ENSG00000224429	LINC00539	13	long intergenic non-protein coding RNA 539 [Source:HGNC Symbol;Acc:HGNC:43672]
ENSG00000224609	AC093425.1	1	novel transcript
ENSG00000224660	SH3BP5-AS1	3	SH3BP5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44501]
ENSG00000224699	LAMTOR5-AS1	1	LAMTOR5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40823]
ENSG00000225449	RAB6C-AS1	2	RAB6C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49278]
ENSG00000225465	RFPL1S	22	RFPL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:9978]
ENSG00000225539	LINC01821	2	long intergenic non-protein coding RNA 1821 [Source:HGNC Symbol;Acc:HGNC:52626]
ENSG00000225614	ZNF469	16	zinc finger protein 469 [Source:HGNC Symbol;Acc:HGNC:23216]
ENSG00000225630	MTND2P28	1	MT-ND2 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:42129]
ENSG00000225676	AC002378.1	22	novel transcript
ENSG00000225830	ERCC6	10	ERCC excision repair 6, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:3438]
ENSG00000225840	AC010970.1	Y	RNA, 18S ribosomal pseudogene
ENSG00000226026	AC092802.2	1	novel transcript
ENSG00000226803	ZNF451-AS1	6	ZNF451 regulatory antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53824]
ENSG00000226816	AC005082.1	7	novel transcript
ENSG00000226979	LTA	6	lymphotoxin alpha [Source:HGNC Symbol;Acc:HGNC:6709]
ENSG00000227066	Z98257.1	1	novel transcript
ENSG00000227097	RPS28P7	11	ribosomal protein S28 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:35787]
ENSG00000227195	MIR663AHG	20	MIR663A host gene [Source:HGNC Symbol;Acc:HGNC:27662]
ENSG00000227354	RBM26-AS1	13	RBM26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39805]
ENSG00000227388	AL133410.1	9	novel transcript
ENSG00000227695	DNMBP-AS1	10	DNMBP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:20431]
ENSG00000227881	ASS1P5	X	argininosuccinate synthetase 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:768]
ENSG00000228198	OR2M3	1	olfactory receptor family 2 subfamily M member 3 [Source:HGNC Symbol;Acc:HGNC:8269]
ENSG00000228253	MT-ATP8	MT	mitochondrially encoded ATP synthase membrane subunit 8 [Source:HGNC Symbol;Acc:HGNC:7415]
ENSG00000228570	NUTM2E	10	NUT family member 2E [Source:HGNC Symbol;Acc:HGNC:23448]
ENSG00000228742	LINC02577	7	long intergenic non-protein coding RNA 2577 [Source:HGNC Symbol;Acc:HGNC:53749]
ENSG00000229140	CCDC26	8	CCDC26 long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:28416]
ENSG00000229145	ACTBP1	X	ACTB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:134]
ENSG00000229222	KRT18P4	20	keratin 18 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:16604]
ENSG00000229227	AL356056.1	10	novel transcript
ENSG00000230043	TMSB4XP6	20	TMSB4X pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:11888]
ENSG00000230069	LRRC37A15P	4	leucine rich repeat containing 37 member A15, pseudogene [Source:HGNC Symbol;Acc:HGNC:43819]
